[2024-06-14T22:00:13.902Z] debug: 	Saved 2 profiles, took: 10.18ms
[2024-06-14T22:16:41.615Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.624Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.625Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.635Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.645Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.647Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.656Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.887Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:41.888Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:42.101Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0?retry=1
[2024-06-14T22:16:42.179Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:42.649Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:42.668Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0?retry=1
[2024-06-14T22:16:43.031Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0?retry=1
[2024-06-14T22:16:43.167Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0?retry=1
[2024-06-14T22:16:43.305Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:43.505Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:43.651Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:44.337Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:44.653Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:45.374Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:45.375Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:45.597Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:45.870Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:45.872Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:46.059Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:46.201Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:46.272Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:46.481Z] debug: 	Saved 2 profiles, took: 3.56ms
[2024-06-14T22:16:46.737Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:47.003Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:47.147Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:47.220Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:47.222Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:47.674Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:47.919Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:48.504Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:49.192Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:49.773Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:49.844Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:50.474Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:50.542Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:50.544Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:50.883Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:51.666Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:52.979Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:53.322Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:53.407Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:56.482Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:57.356Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:58.707Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:16:58.761Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:16:58.761Z] debug: 	Plate slot: Left_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:58.761Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:16:58.761Z] debug: 	Plate slot: Right_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:58.762Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:16:58.793Z] debug: 	No default: mod_muzzle mod found on template: weapon_molot_op_sks_762x39 and multiple items found in existing pool
[2024-06-14T22:16:58.917Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:16:58.918Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:16:58.918Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:58.951Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:16:58.952Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:16:58.952Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:59.047Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:16:59.048Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:16:59.048Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:16:59.048Z] debug: 	Plate slot: Left_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:59.076Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:16:59.076Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:59.110Z] debug: 	No default: mod_muzzle mod found on template: weapon_toz_sks_762x39 and multiple items found in existing pool
[2024-06-14T22:16:59.219Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:16:59.219Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:16:59.242Z] debug: 	Generated 15 sptBear () hard bots
[2024-06-14T22:17:03.414Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:06.515Z] debug: 	Saved 2 profiles, took: 3.26ms
[2024-06-14T22:17:06.746Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:07.195Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:17:07.966Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:09.209Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:09.965Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:11.293Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:16.013Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:19.075Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:17:26.560Z] debug: 	Saved 2 profiles, took: 10.10ms
[2024-06-14T22:17:26.565Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:17:26.566Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:17:37.287Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:17:46.574Z] debug: 	Saved 2 profiles, took: 3.62ms
[2024-06-14T22:18:06.600Z] debug: 	Saved 2 profiles, took: 3.14ms
[2024-06-14T22:18:07.317Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:18:26.567Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:18:26.569Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:18:26.652Z] debug: 	Saved 2 profiles, took: 9.25ms
[2024-06-14T22:18:37.391Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:18:41.711Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:41.712Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:41.723Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:41.724Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:41.733Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:44.802Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:46.166Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:46.226Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:46.683Z] debug: 	Saved 2 profiles, took: 3.06ms
[2024-06-14T22:18:47.040Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:48.554Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:50.093Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:51.937Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:52.951Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:54.380Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:54.869Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:18:58.386Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:19:01.392Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:19:06.719Z] debug: 	Saved 2 profiles, took: 3.98ms
[2024-06-14T22:19:07.423Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:19:26.568Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:19:26.569Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:19:26.757Z] debug: 	Saved 2 profiles, took: 3.03ms
[2024-06-14T22:19:37.461Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:19:46.798Z] debug: 	Saved 2 profiles, took: 12.08ms
[2024-06-14T22:20:06.826Z] debug: 	Saved 2 profiles, took: 3.72ms
[2024-06-14T22:20:07.515Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:20:26.569Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:20:26.570Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:20:26.867Z] debug: 	Saved 2 profiles, took: 5.34ms
[2024-06-14T22:20:37.558Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:20:41.751Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:41.753Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:41.755Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:41.756Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:41.757Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:44.195Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:46.232Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:46.899Z] debug: 	Saved 2 profiles, took: 11.45ms
[2024-06-14T22:20:47.588Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:50.105Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:52.802Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:53.475Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:53.856Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:20:55.964Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:21:06.928Z] debug: 	Saved 2 profiles, took: 3.39ms
[2024-06-14T22:21:07.594Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:21:26.579Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:21:26.580Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:21:26.955Z] debug: 	Saved 2 profiles, took: 3.93ms
[2024-06-14T22:21:37.625Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:21:47.130Z] debug: 	Saved 2 profiles, took: 11.72ms
[2024-06-14T22:22:07.034Z] debug: 	Saved 2 profiles, took: 3.82ms
[2024-06-14T22:22:07.754Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:22:26.573Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:22:26.575Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:22:27.058Z] debug: 	Saved 2 profiles, took: 4.19ms
[2024-06-14T22:22:37.878Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:22:41.980Z] info: 	[Requête Client] /QuestingBots/GenerateBot/4
[2024-06-14T22:22:41.982Z] info: 	[Requête Client] /QuestingBots/GenerateBot/4
[2024-06-14T22:22:47.114Z] debug: 	Saved 2 profiles, took: 10.79ms
[2024-06-14T22:22:47.429Z] info: 	[Requête Client] /QuestingBots/GenerateBot/4
[2024-06-14T22:23:07.133Z] debug: 	Saved 2 profiles, took: 5.70ms
[2024-06-14T22:23:07.971Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:23:26.572Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:23:26.573Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:23:27.154Z] debug: 	Saved 2 profiles, took: 4.44ms
[2024-06-14T22:23:38.028Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:23:42.005Z] info: 	[Requête Client] /QuestingBots/GenerateBot/6
[2024-06-14T22:23:45.749Z] info: 	[Requête Client] /QuestingBots/GenerateBot/6
[2024-06-14T22:23:47.189Z] debug: 	Saved 2 profiles, took: 9.82ms
[2024-06-14T22:24:07.215Z] debug: 	Saved 2 profiles, took: 4.28ms
[2024-06-14T22:24:08.069Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:24:26.567Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:24:26.569Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:24:27.256Z] debug: 	Saved 2 profiles, took: 4.04ms
[2024-06-14T22:24:38.119Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:24:47.291Z] debug: 	Saved 2 profiles, took: 3.81ms
[2024-06-14T22:25:07.328Z] debug: 	Saved 2 profiles, took: 9.96ms
[2024-06-14T22:25:08.233Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:25:26.568Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:25:26.569Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:25:27.365Z] debug: 	Saved 2 profiles, took: 3.76ms
[2024-06-14T22:25:38.335Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:25:42.141Z] info: 	[Requête Client] /QuestingBots/GenerateBot/10
[2024-06-14T22:25:47.401Z] debug: 	Saved 2 profiles, took: 6.47ms
[2024-06-14T22:26:07.600Z] debug: 	Saved 2 profiles, took: 10.21ms
[2024-06-14T22:26:08.441Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:26:26.568Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-14T22:26:26.569Z] info: 	[Requête Client] /launcher/server/version
[2024-06-14T22:26:27.433Z] debug: 	Saved 2 profiles, took: 3.96ms
[2024-06-14T22:26:38.482Z] info: 	[Requête Client] /fika/update/ping
[2024-06-14T22:26:42.214Z] info: 	[Requête Client] /QuestingBots/GenerateBot/11
[2024-06-14T22:26:42.216Z] info: 	[Requête Client] /QuestingBots/GenerateBot/11
[2024-06-14T22:26:42.226Z] info: 	[Requête Client] /QuestingBots/GenerateBot/11
[2024-06-14T22:26:47.475Z] debug: 	Saved 2 profiles, took: 5.42ms
[2024-06-14T22:26:51.444Z] info: 	[Requête Client] /QuestingBots/GenerateBot/11
[2024-06-14T22:27:07.517Z] debug: 	Saved 2 profiles, took: 13.86ms
